Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Coupling effects in QD dimers at sub-nanometer interparticle distance","Nano Research","","13","4","10.1007/s12274-020-2747-3","Carlo Nazareno DibenedettoElisabetta FanizzaRosaria BresciaYuval KolodnySergei RemennikAnnamaria PannielloNicoletta DepaloShira YochelisRoberto ComparelliAngela AgostianoMaria Lucia CurriYossi PaltielMarinella Striccoli","2020","http://link.springer.com/article/10.1007/s12274-020-2747-3","Article"
"Sub-gap defect density characterization of molybdenum oxide: An annealing study for solar cell applications","Nano Research","","13","12","10.1007/s12274-020-3029-9","Daniele ScirèPaul ProcelAntonino GulinoOlindo IsabellaMiro ZemanIsodiana Crupi","2020","http://link.springer.com/article/10.1007/s12274-020-3029-9","Article"
"Unexpected intercalation-dominated potassium storage in WS2 as a potassium-ion battery anode","Nano Research","","12","12","10.1007/s12274-019-2543-0","Yuhan WuYang XuYueliang LiPengbo LyuJin WenChenglin ZhangMin ZhouYaoguo FangHuaping ZhaoUte KaiserYong Lei","2019","http://link.springer.com/article/10.1007/s12274-019-2543-0","Article"
"Angle-tunable intersubband photoabsorption and enhanced photobleaching in twisted bilayer graphene","Nano Research","","14","8","10.1007/s12274-021-3288-0","Eva A. A. PognaXianchong MiaoDriele von DreifusThonimar V. AlencarMarcus V. O. MoutinhoPedro VenezuelaCristian ManzoniMinbiao JiGiulio CerulloAna Maria de Paula","2021","http://link.springer.com/article/10.1007/s12274-021-3288-0","Article"
"Adaptive nanopores: A bioinspired label-free approach for protein sequencing and identification","Nano Research","","14","1","10.1007/s12274-020-3095-z","Andrea SpitaleriDenis GaroliMoritz SchütteHans LehrachWalter RocchiaFrancesco De Angelis","2021","http://link.springer.com/article/10.1007/s12274-020-3095-z","Article"
"Helium droplet assisted synthesis of plasmonic Ag@ZnO core@shell nanoparticles","Nano Research","","13","11","10.1007/s12274-020-2961-z","Alexander SchiffmannThomas JaukDaniel KnezHarald FitzekFerdinand HoferFlorian LacknerWolfgang E. Ernst","2020","http://link.springer.com/article/10.1007/s12274-020-2961-z","Article"
"Emerging noble metal-free Mo-based bifunctional catalysts for electrochemical energy conversion","Nano Research","","15","12","10.1007/s12274-022-5022-y","Saswati SantraVerena StreibelIan D. Sharp","2022","http://link.springer.com/article/10.1007/s12274-022-5022-y","Article"
"Janus electrode with simultaneous management on gas and liquid transport for boosting oxygen reduction reaction","Nano Research","","12","1","10.1007/s12274-018-2199-1","Yingjie LiHaichuan ZhangNana HanYun KuangJunfeng LiuWen LiuHaohong DuanXiaoming Sun","2019","http://link.springer.com/article/10.1007/s12274-018-2199-1","Article"
"Hydrogel-based composites beyond the porous architectures for electromagnetic interference shielding","Nano Research","","15","10","10.1007/s12274-022-4817-1","Yunfei YangMingrui HanWei LiuNa WuJiurong Liu","2022","http://link.springer.com/article/10.1007/s12274-022-4817-1","Article"
"Calibrating SECCM measurements by means of a nanoelectrode ruler. The intrinsic oxygen reduction activity of PtNi catalyst nanoparticles","Nano Research","","15","2","10.1007/s12274-021-3702-7","Emmanuel Batsa TettehTobias LöfflerTsvetan TarnevThomas QuastPatrick WildeHarshitha Barike AiyappaSimon SchumacherCorina AndronescuRichard D. TilleyXingxing ChenWolfgang Schuhmann","2022","http://link.springer.com/article/10.1007/s12274-021-3702-7","Article"
"Electrochemical top-down synthesis of C-supported Pt nano-particles with controllable shape and size: Mechanistic insights and application","Nano Research","","14","8","10.1007/s12274-020-3281-z","Batyr GarlyyevSebastian WatzeleJohannes FichtnerJan MichaličkaAlexander SchökelAnatoliy SenyshynAndrea PeregoDingjie PanHany A. El-SayedJan M. MacakPlamen AtanassovIryna V. ZenyukAliaksandr S. Bandarenka","2021","http://link.springer.com/article/10.1007/s12274-020-3281-z","Article"
"Combining scanning tunneling microscope (STM) imaging and local manipulation to probe the high dose oxidation structure of the Si(111)-7×7 surface","Nano Research","","13","1","10.1007/s12274-019-2587-1","Dogan KayaRichard J. CobleyRichard E. Palmer","2020","http://link.springer.com/article/10.1007/s12274-019-2587-1","Article"
"Intimate atomic Cu-Ag interfaces for high CO2RR selectivity towards CH4 at low over potential","Nano Research","","14","10","10.1007/s12274-021-3639-x","Chungseok ChoiJin CaiChangsoo LeeHyuck Mo LeeMingjie XuYu Huang","2021","http://link.springer.com/article/10.1007/s12274-021-3639-x","Article"
"Current collectors based on multiwalled carbon-nanotubes and few-layer graphene for enhancing the conversion process in scalable lithium-sulfur battery","Nano Research","","","","10.1007/s12274-022-5364-5","Vittorio MarangonEdoardo BarcaroLuca MinnettiWolfgang BrehmFrancesco BonaccorsoVittorio PellegriniJusef Hassoun","2023","http://link.springer.com/article/10.1007/s12274-022-5364-5","Article"
"New approach for time-resolved and dynamic investigations on nanoparticles agglomeration","Nano Research","","13","10","10.1007/s12274-020-2940-4","Neda Iranpour AnarakiAmin SadeghpourKamran IranshahiClaudio ToncelliUrszula CendrowskaFrancesco StellacciAlex DommannPeter WickAntonia Neels","2020","http://link.springer.com/article/10.1007/s12274-020-2940-4","Article"
"High resolution strain mapping of a single axially heterostructured nanowire using scanning X-ray diffraction","Nano Research","","13","9","10.1007/s12274-020-2878-6","Susanna HammarbergVilgailė DagytėLert ChayanunMegan O. HillAlexander WykeAlexander BjörlingUlf JohanssonSebastian KalbfleischMagnus HeurlinLincoln J. LauhonMagnus T. BorgströmJesper Wallentin","2020","http://link.springer.com/article/10.1007/s12274-020-2878-6","Article"
"Imaging the influence of oxides on the electrostatic potential of photovoltaic InP nanowires","Nano Research","","14","11","10.1007/s12274-021-3344-9","Lukas HrachowinaXianshao ZouYang ChenYuwei ZhangEnrique BarrigónArkady YartsevMagnus T. Borgström","2021","http://link.springer.com/article/10.1007/s12274-021-3344-9","Article"
"Superlubricity of epitaxial monolayer WS2 on graphene","Nano Research","","11","11","10.1007/s12274-018-2108-7","Holger BüchAntonio RossiStiven FortiDomenica ConvertinoValentina TozziniCamilla Coletti","2018","http://link.springer.com/article/10.1007/s12274-018-2108-7","Article"
"Ultrasensitive H2S gas sensors based on p-type WS2 hybrid materials","Nano Research","","11","8","10.1007/s12274-018-2009-9","Georgies Alene AsresJosé J. BaldovíAron DombovariTopias JärvinenGabriela Simone LoriteMelinda MohlAndrey ShchukarevAlejandro Pérez PazLede XianJyri-Pekka MikkolaAnita Lloyd SpetzHeli JantunenÁngel RubioKrisztian Kordás","2018","http://link.springer.com/article/10.1007/s12274-018-2009-9","Article"
"High power and stable P-doped yolk-shell structured Si@C anode simultaneously enhancing conductivity and Li+ diffusion kinetics","Nano Research","","14","4","10.1007/s12274-020-3142-9","Ming ChenQinnan ZhouJiantao ZaiAsma IqbalTsegayeTadesse TsegaBoxu DongXuejiao LiuYuchi ZhangChangyu YanLiang ZhaoAli NazakatSharelPeisan ECheeTongJohn LowXuefeng Qian","2021","http://link.springer.com/article/10.1007/s12274-020-3142-9","Article"
"Novel highly active carbon supported ternary PdNiBi nanoparticles as anode catalyst for the alkaline direct ethanol fuel cell","Nano Research","","12","3","10.1007/s12274-019-2277-z","Bernd CermenekJohanna RanningerBirgit FeketeföldiIlse Letofsky-PapstNorbert KienzlBrigitte BitschnauViktor Hacker","2019","http://link.springer.com/article/10.1007/s12274-019-2277-z","Article"
"Nanoscale image of the drug/metal mono-layer interaction: Tapping AFM-IR investigations","Nano Research","","13","4","10.1007/s12274-020-2738-4","Natalia PiergiesAlexandre DazziAriane Deniset-BesseauJérémie MathurinMagdalena OćwiejaCzesława PaluszkiewiczWojciech M. Kwiatek","2020","http://link.springer.com/article/10.1007/s12274-020-2738-4","Article"
"On-surface activation of benzylic C-H bonds for the synthesis of pentagon-fused graphene nanoribbons","Nano Research","","14","12","10.1007/s12274-021-3419-2","Xiushang XuMarco Di GiovannantonioJosé I. UrgelCarlo A. PignedoliPascal RuffieuxKlaus MüllenRoman FaselAkimitsu Narita","2021","http://link.springer.com/article/10.1007/s12274-021-3419-2","Article"
"Applications of MXenes in human-like sensors and actuators","Nano Research","","16","4","10.1007/s12274-022-5272-8","Jinbo PangSongang PengChongyang HouXiao WangTing WangYu CaoWeijia ZhouDing SunKai WangMark H. RümmeliGianaurelio CunibertiHong Liu","2023","http://link.springer.com/article/10.1007/s12274-022-5272-8","Article"
"Visualization of the electronic phase separation in superconducting KxFe2−ySe2","Nano Research","","14","3","10.1007/s12274-020-3119-8","Yujie ChenJuan JiangHaifeng YangPavel DudinAlexey BarinovZhongkai LiuHaihu WenLexian YangYulin Chen","2021","http://link.springer.com/article/10.1007/s12274-020-3119-8","Article"
"Multiband emission from single β-NaYF4(Yb,Er) nanoparticles at high excitation power densities and comparison to ensemble studies","Nano Research","","14","11","10.1007/s12274-021-3350-y","Florian FrenzelChristian WürthOleksii DukhnoFrédéric PrzybillaLisa M. WieshollerVerena MuhrThomas HirschYves MélyUte Resch-Genger","2021","http://link.springer.com/article/10.1007/s12274-021-3350-y","Article"
"Laser-generated high entropy metallic glass nanoparticles as bifunctional electrocatalysts","Nano Research","","15","6","10.1007/s12274-021-3804-2","Jacob JohnyYao LiMarius KampOleg PrymakShun-Xing LiangTobias KrekelerMartin RitterLorenz KienleChristoph RehbockStephan BarcikowskiSven Reichenberger","2022","http://link.springer.com/article/10.1007/s12274-021-3804-2","Article"
"Vascular-confined multi-passage discoidal nanoconstructs for the low-dose docetaxel inhibition of triple-negative breast cancer growth","Nano Research","","15","1","10.1007/s12274-021-3507-8","Alessia FeliciDaniele Di MascoloMiguel FerreiraSimone LaucielloLuca BonoAndrea ArmirottiArunkumar PitchaimaniAnna Lisa PalangePaolo Decuzzi","2022","http://link.springer.com/article/10.1007/s12274-021-3507-8","Article"
"Selective Pb2+ removal and electrochemical regeneration of fresh and recycled FeOOH","Nano Research","","","","10.1007/s12274-023-5569-2","Lei WangLexane DeligniereSamantha HusmannRegina LeinerCarsten BahrShengjie ZhangChaochao DunMatthew M. MontemoreMarkus GalleiJeffrey J. UrbanChoonsoo KimVolker Presser","2023","http://link.springer.com/article/10.1007/s12274-023-5569-2","Article"
"Towards maximized utilization of iridium for the acidic oxygen evolution reaction","Nano Research","","12","9","10.1007/s12274-019-2383-y","Marc LedendeckerSimon GeigerKatharina HenggeJoohyun LimSerhiy CherevkoAndrea M. MingersDaniel GöhlGuilherme V. FortunatoDaniel JalalpoorFerdi SchüthChristina ScheuKarl J. J. Mayrhofer","2019","http://link.springer.com/article/10.1007/s12274-019-2383-y","Article"
"FluidFM for single-cell biophysics","Nano Research","","15","2","10.1007/s12274-021-3573-y","Mi LiLianqing LiuTomaso Zambelli","2022","http://link.springer.com/article/10.1007/s12274-021-3573-y","Article"
"Large-area flexible nanostripe electrodes featuring plasmon hybridization engineering","Nano Research","","14","3","10.1007/s12274-020-3125-x","Carlo MennucciDebasree ChowdhuryGiacomo ManzatoMatteo BarelliRoberto ChittofratiChristian MartellaFrancesco Buatier de Mongeot","2021","http://link.springer.com/article/10.1007/s12274-020-3125-x","Article"
"Controlling human platelet activation with calcium-binding nanoparticles","Nano Research","","13","10","10.1007/s12274-020-2912-8","David CabreraKaren WalkerSandhya MoiseNeil D. TellingAlan G. S. Harper","2020","http://link.springer.com/article/10.1007/s12274-020-2912-8","Article"
"Shape control of CoO and LiCoO2 nanocrystals","Nano Research","","3","1","10.1007/s12274-010-1001-9","Dingsheng WangXiaoling MaYanggang WangLi WangZhongying WangWen ZhengXiangming HeJun LiQing PengYadong Li","2010","http://link.springer.com/article/10.1007/s12274-010-1001-9","Article"
"Field effects on the statistical behavior of the molecular conductance in a single molecular junction in aqueous solution","Nano Research","","3","5","10.1007/s12274-010-1038-9","Hui CaoJing MaYi Luo","2010","http://link.springer.com/article/10.1007/s12274-010-1038-9","Article"
"Comparison and optimization of multiplexed quantum dot-based immunohistofluorescence","Nano Research","","3","1","10.1007/s12274-010-1009-1","Donghai HuangXianghong PengLing SuDongsheng WangFadlo R. KhuriDong M. ShinZhuo (Georgia) Chen","2010","http://link.springer.com/article/10.1007/s12274-010-1009-1","Article"
"Polymeric nanomaterials as electrolyte and electrodes in supercapacitors","Nano Research","","2","9","10.1007/s12274-009-9080-1","João P. C. TrigueiroRaquel S. BorgesRodrigo L. LavallHallen D. R. CaladoGlaura G. Silva","2009","http://link.springer.com/article/10.1007/s12274-009-9080-1","Article"
"A unified geometric rule for designing nanomagnetism in graphene","Nano Research","","1","6","10.1007/s12274-008-8053-0","Decai YuElizabeth M. LuptonH. J. GaoChao ZhangFeng Liu","2008","http://link.springer.com/article/10.1007/s12274-008-8053-0","Article"
"Shape-controlled CuCl crystallite catalysts for aniline coupling","Nano Research","","3","3","10.1007/s12274-010-1020-6","Ting XieMing GongZhiqiang NiuShuai LiXiaoyu YanYadong Li","2010","http://link.springer.com/article/10.1007/s12274-010-1020-6","Article"
"One-pot polymerase chain reaction with gold nanoparticles for rapid and ultrasensitive DNA detection","Nano Research","","3","8","10.1007/s12274-010-0016-6","Miao CaiFeng LiYan ZhangQiangbin Wang","2010","http://link.springer.com/article/10.1007/s12274-010-0016-6","Article"
"Surface exciton-plasmon polariton enhanced light emission via integration of single semiconductor nanowires with metal nanostructures","Nano Research","","2","1","10.1007/s12274-009-9001-3","Xuejin ZhangPengwei WangXinzheng ZhangJun XuYongyuan ZhuDapeng Yu","2009","http://link.springer.com/article/10.1007/s12274-009-9001-3","Article"
"Au-Ag alloy nanoporous nanotubes","Nano Research","","2","5","10.1007/s12274-009-9038-3","Xiaohu GuLiqiang XuFang TianYi Ding","2009","http://link.springer.com/article/10.1007/s12274-009-9038-3","Article"
"Functionalization of single- and multi-walled carbon nanotubes with cationic amphiphiles for plasmid DNA complexation and transfection","Nano Research","","2","8","10.1007/s12274-009-9066-z","Cyrille RichardNathalie MignetCéline LargeauVirginie EscriouMichel BessodesDaniel Scherman","2009","http://link.springer.com/article/10.1007/s12274-009-9066-z","Article"
"Au/LaVO4 Nanocomposite: Preparation, characterization, and catalytic activity for CO oxidation","Nano Research","","1","1","10.1007/s12274-008-8002-y","Junfeng LiuWei ChenXiangwen LiuKebin ZhouYadong Li","2008","http://link.springer.com/article/10.1007/s12274-008-8002-y","Article"
"Computational model of edge effects in graphene nanoribbon transistors","Nano Research","","1","5","10.1007/s12274-008-8039-y","Pei ZhaoMihir ChoudhuryKartik MohanramJing Guo","2008","http://link.springer.com/article/10.1007/s12274-008-8039-y","Article"
"Towards flexible all-carbon electronics: Flexible organic field-effect transistors and inverter circuits using solution-processed all-graphene source/drain/gate electrodes","Nano Research","","3","10","10.1007/s12274-010-0035-3","Yongsheng ChenYanfei XuKai ZhaoXiangjian WanJiachun DengWeibo Yan","2010","http://link.springer.com/article/10.1007/s12274-010-0035-3","Article"
